Meter identifier,Aerial_info,dc_day,dc_month,dc_week,latitude,longitude
M60498,Aerial Installed - Enabled,0.0,0.0,0.0,-37.292899,175.170339
M39392,Aerial Installed - Enabled,100.0,100.0231481,100.0496032,-37.81441333,174.90432
M44769,Aerial Installed - Enabled,100.0,83.03240741,100.0496032,-37.748868,174.971679
M32244,Aerial Installed - Enabled,100.0,100.0231481,100.0496032,-37.606908,175.172977
M7748,Aerial Installed - Enabled,100.0,100.0,100.0,-37.837305,175.0105167
M33625,Aerial Installed - Enabled,100.0,100.0,100.0,-37.87341167,174.8733467
M22390,Aerial Installed - Enabled,100.0,100.0115741,100.0,-37.80869333,174.9531917
M32745,Aerial Installed - Enabled,100.0,99.96527778,100.0,-37.88685333,174.83186
M17983,Aerial Installed - Enabled,100.0,100.0,100.0,-37.70141667,174.9891283
M14087,Aerial Installed - Enabled,0.0,4.386574074,18.50198413,-37.77280333,174.9758733
M24744,Aerial Installed - Enabled,100.0,100.0,100.0,-37.85650833,175.03416
M25486,Aerial Installed - Enabled,100.0,100.0,100.0,-37.80864667,174.9351817
M35924,Aerial Installed - Enabled,100.0,100.0115741,100.0,-37.906625,174.904235
M23339,Aerial Installed - Enabled,100.0,100.0,100.0,-37.88011667,175.0313283
M36256,Aerial Installed - Enabled,100.0,100.0,100.0,-37.84996167,175.04744
M52999,Aerial Installed - Enabled,19.79166667,49.56018519,16.26984127,-37.883199,174.827132
M62916,Aerial Installed - Enabled,100.0,100.0,100.0,-37.864505,175.0341633
M19001,Aerial Installed - Enabled,100.0,100.0115741,100.0,-37.81343333,174.9029233
M13580,Aerial Installed - Enabled,0.0,0.0,0.0,-37.934264,174.856135
M29676,Aerial Installed - Enabled,100.0,98.26388889,100.0,-37.858193,174.906657
M4187,Aerial Installed - Enabled,100.0,99.98842593,100.0,-37.861298,174.860169
M15664,Aerial Installed - Enabled,80.20833333,67.19907407,76.33928571,-37.897479,175.030403
M43274,Aerial Installed - Enabled,100.0,100.0,100.0,-37.851853,175.026723
M30103,Aerial Installed - Enabled,100.0,100.0,100.0,-37.70916079,175.1460335
M7694,Aerial Installed - Enabled,0.0,65.45138889,0.0,-37.80927802,175.1969412
M10966,Aerial Installed - Enabled,100.0,100.0,100.0,-37.889143,175.144799
M9618,Aerial Installed - Enabled,100.0,100.0,100.0,-37.842174,175.116354
M53505,Aerial Installed - Enabled,100.0,100.0,100.0,-37.62117527,175.2646335
M24801,Aerial Installed - Enabled,0.0,0.0,0.0,-37.961075,174.9229533
M55628,Aerial Installed - Enabled,100.0,98.69212963,100.0,-37.7685346,174.8548274
M64120,Aerial Installed - Enabled,100.0,99.80324074,100.0,-37.902229,175.185586
M50473,Aerial Installed - Enabled,100.0,98.51851852,93.9484127,-37.870446,175.133281
M505,Aerial Installed - Enabled,100.0,85.2662037,100.0,-37.745251,174.973837
M6098,Aerial Installed - Enabled,100.0,99.98842593,100.0,-37.57020612,175.0601255
M23185,Aerial Installed - Enabled,100.0,99.98842593,100.0,-37.34672209,175.1843956
M54653,Aerial Installed - Enabled,100.0,94.38657407,94.84126984,-37.65434345,175.0931979
M47787,Aerial Installed - Enabled,0.0,0.0,0.0,-37.32515319,175.174635
M13877,Aerial Installed - Enabled,0.0,16.78240741,0.0,-37.57682944,175.0760851
M20739,Aerial Installed - Enabled,100.0,100.0,100.0,-37.76426655,175.1398623
M6430,Aerial Installed - Enabled,83.33333333,88.92361111,90.72420635,-37.900657,174.783179
M46168,Aerial Installed - Enabled,0.0,0.0,0.0,-37.2476292,175.264862
M26084,Aerial Installed - Enabled,100.0,99.96527778,100.0,-37.20268743,175.2685699
M42775,Aerial Installed - Enabled,100.0,77.61574074,83.38293651,-37.89466667,175.0311183
M3087,Aerial Installed - Enabled,100.3472222,100.0231481,100.0496032,-37.84895333,175.0583433
M20698,Aerial Installed - Enabled,0.0,31.8287037,6.696428571,-37.862065,174.88092
M37961,Aerial Installed - Enabled,100.0,99.98842593,100.0496032,-37.85539667,174.9112533
M58184,Aerial Installed - Enabled,100.0,100.0115741,100.0,-37.85955,174.8944433
M13728,Aerial Installed - Enabled,100.0,98.69212963,100.0,-37.92766167,174.7878017
M27415,Aerial Installed - Enabled,0.0,0.0,0.0,-37.948098,174.906716
M59358,Aerial Installed - Enabled,0.0,4.976851852,21.03174603,-37.777473,174.972686
M26720,Aerial Installed - Enabled,100.0,100.0,100.0,-37.696751,174.989344
M53795,Aerial Installed - Enabled,84.02777778,84.57175926,84.07738095,-37.901157,174.781773
M20075,Aerial Installed - Enabled,100.0,99.46759259,100.0,-37.56588612,175.0251463
M68758,Aerial Installed - Enabled,100.0,99.7337963,100.0496032,-37.67417056,175.3806674
M62197,Aerial Installed - Enabled,100.0,100.0115741,100.0,-37.846996,175.031017
M19665,Aerial Installed - Enabled,100.0,99.98842593,100.0,-37.84933,175.0443367
M69803,Aerial Installed - Enabled,100.0,100.0,100.0,-37.86468333,175.0346533
M27044,Aerial Installed - Enabled,100.0,99.72222222,99.90079365,-37.26820667,175.284265
M12335,Aerial Installed - Enabled,100.0,99.17824074,97.56944444,-37.28401878,175.3172791
M48074,Aerial Installed - Enabled,0.0,0.0,0.0,-37.919974,174.805248
M15090,Aerial Installed - Enabled,100.0,100.0,100.0,-37.84926,175.0424967
M66417,Aerial Installed - Enabled,100.0,100.0,100.0,-37.88135,175.0284367
M23770,Aerial Installed - Enabled,82.29166667,79.21296296,90.2281746,-37.84845333,175.041095
M7177,Aerial Installed - Enabled,100.0,100.0115741,100.0,-37.84881333,175.051675
M3473,Aerial Installed - Enabled,0.0,0.0,0.0,-37.84509833,174.9118633
M59057,Aerial Installed - Enabled,100.0,100.0,100.0,-37.83795333,175.00582
M46558,Aerial Installed - Enabled,100.0,99.98842593,100.0,-37.84767833,175.03565
M27157,Aerial Installed - Enabled,100.0,100.0,100.0,-37.809385,174.96646
M26893,Aerial Installed - Enabled,100.0,100.0,100.0,-37.835595,175.0113983
M46479,Aerial Installed - Enabled,100.0,100.0347222,100.0496032,-37.85348833,174.8852733
M17173,Aerial Installed - Enabled,0.0,0.0,0.0,-37.83809,174.887915
M16657,Aerial Installed - Enabled,100.0,100.0,100.0,-37.83236833,174.8868533
M53542,Aerial Installed - Enabled,100.0,98.37962963,99.95039683,-37.6569113,174.9627812
M17803,Aerial Installed - Enabled,100.0,100.0231481,100.0,-37.856366,175.127233
M60270,Aerial Installed - Enabled,100.0,100.0,100.0,-37.83041563,175.2178449
M65576,Aerial Installed - Enabled,100.0,100.0,100.0,-37.795543,175.194891
M10806,Aerial Installed - Enabled,100.0,100.0115741,100.0,-37.796208,175.134473
M20331,Aerial Installed - Enabled,100.0,99.69907407,99.4047619,-37.757553,175.10439
M24193,Aerial Installed - Enabled,100.3472222,100.0115741,100.0496032,-37.861396,175.122941
M2315,Aerial Installed - Enabled,0.0,0.0,0.0,-37.61750243,174.9343645
M51950,Aerial Installed - Enabled,100.0,99.93055556,100.0,-37.20533529,175.2734252
M69294,Aerial Installed - Enabled,100.0,99.96527778,100.0,-37.899051,174.803419
M52480,Aerial Installed - Enabled,0.0,0.0,0.0,-37.77517737,175.0885583
M59163,Aerial Installed - Enabled,100.0,100.0347222,100.0,-37.86941477,175.1775029
M49827,Aerial Installed - Enabled,100.0,100.0115741,100.0,-37.84866691,175.2014419
M44714,Aerial Installed - Enabled,100.0,99.62962963,99.70238095,-37.6825357,175.4070029
M67441,Aerial Installed - Enabled,0.0,0.0,0.0,-37.343298,175.3336
M15606,Aerial Installed - Enabled,0.0,0.0,0.0,-37.344791,175.33624
M10915,Aerial Installed - Enabled,61.11111111,98.7037037,94.44444444,-37.85678525,175.050248
M24438,Aerial Installed - Enabled,100.0,99.61805556,100.0496032,-37.67345,175.136036
M69833,Aerial Installed - Enabled,100.0,100.0,100.0,-37.84052034,174.9822204
M50037,Aerial Installed - Enabled,100.0,99.90740741,100.0,-37.22847047,175.2205484
M69326,Aerial Installed - Enabled,100.0,99.67592593,99.65277778,-37.768733,175.101391
M2550,Aerial Installed - Enabled,0.0,28.24074074,0.0,-37.80721711,175.0848129
M34921,Aerial Installed - Enabled,100.0,99.98842593,100.0,-37.81758699,175.2149653
M29604,Aerial Installed - Enabled,100.0,100.0231481,100.0,-37.81612448,175.2303208
M17409,Aerial Installed - Enabled,100.0,100.0115741,100.0,-37.579585,175.3193067
M23541,Aerial Installed - Enabled,0.0,0.0,0.0,-37.60308346,175.0564478
M11698,Aerial Installed - Enabled,100.0,100.0,100.0,-37.47370592,175.2916798
M51680,Aerial Installed - Enabled,100.0,100.0,100.0,-37.418119,175.07815
M28765,Aerial Installed - Enabled,100.0,100.0115741,99.95039683,-37.480233,175.034265
M69642,Aerial Installed - Enabled,0.0,0.0,0.0,-37.498857,174.989705
M44605,Aerial Installed - Enabled,100.0,100.0115741,100.0,-37.622201,175.407458
M6734,Aerial Installed - Enabled,100.0,99.98842593,99.95039683,-37.622425,175.408019
M35539,Aerial Installed - Enabled,100.0,100.0115741,100.0,-37.770156,175.16148
M63962,Aerial Installed - Enabled,100.0,99.98842593,99.95039683,-37.78258,175.14387
M50152,Aerial Installed - Enabled,85.41666667,91.78240741,85.76388889,-37.665953,174.868441
M51425,Aerial Installed - Enabled,100.0,99.39814815,97.42063492,-37.45198474,175.2453729
M53966,Aerial Installed - Enabled,100.0,100.0115741,100.0,-37.79509481,175.2044884
M52888,Aerial Installed - Enabled,100.0,100.0115741,100.0496032,-37.79423663,175.2241398
M48101,Aerial Installed - Enabled,100.0,100.0231481,100.0,-37.612056,175.355823
M7916,Aerial Installed - Enabled,100.0,99.98842593,100.0,-37.64496091,175.2559158
M56350,Aerial Installed - Enabled,100.0,99.7337963,99.95039683,-37.7964011,175.2017079
M44955,Aerial Installed - Enabled,0.0,81.72453704,22.66865079,-37.268624,175.284395
M11855,Aerial Installed - Enabled,100.0,99.59490741,100.0,-37.33999607,175.2901506
M2871,Aerial Installed - Enabled,0.0,0.0,0.0,-37.68027311,174.9699847
M69894,Aerial Installed - Enabled,100.0,100.0115741,100.0496032,-37.8319102,175.1866498
M55694,Aerial Installed - Enabled,100.0,97.75462963,90.32738095,-37.51795592,175.293402
M64609,Aerial Installed - Enabled,100.0,100.0115741,100.0,-37.83241755,175.1936795
M49261,Aerial Installed - Enabled,0.0,0.0,0.0,-37.3938,175.284886
M9982,Aerial Installed - Enabled,0.0,0.0,0.0,-37.45202,175.25703
M54606,Aerial Installed - Enabled,100.0,100.0231481,100.0,-37.68699662,175.1333497
M5724,Aerial Installed - Enabled,100.0,100.0,100.0,-37.64373592,175.2296015
M57989,Aerial Installed - Enabled,100.0,99.93055556,100.0496032,-37.202142,175.300527
M50130,Aerial Installed - Enabled,75.0,69.90740741,68.50198413,-37.678223,174.856191
M40428,Aerial Installed - Enabled,100.0,100.0115741,99.95039683,-37.516585,175.322839
M40110,Aerial Installed - Enabled,100.0,99.94212963,100.0496032,-37.209362,175.289687
M22598,Aerial Installed - Enabled,100.0,100.0,100.0,-37.500034,175.089735
M37188,Aerial Installed - Enabled,0.0,0.0,0.0,-37.257631,175.168458
M48937,Aerial Installed - Enabled,100.0,100.0,100.0496032,-37.81603489,175.2031994
M49645,Aerial Installed - Enabled,100.0,99.94212963,100.0992063,-37.20191313,175.2732428
M23224,Aerial Installed - Enabled,38.54166667,48.13657407,72.32142857,-37.6469888,175.0219745
M9395,Aerial Installed - Enabled,0.0,1.550925926,0.0,-37.76975611,175.0975401
M783,Aerial Installed - Enabled,100.0,99.98842593,100.0,-37.788377,175.113054
M31549,Aerial Installed - Enabled,100.0,99.98842593,100.0,-37.902657,174.870379
M2942,Aerial Installed - Enabled,100.0,100.0115741,100.0,-37.407867,175.190909
M26776,Aerial Installed - Enabled,0.0,85.13888889,41.31944444,-37.316075,175.167544
M18574,Aerial Installed - Enabled,0.0,0.0,0.0,-37.948512,174.873759
M64537,Aerial Installed - Enabled,100.0,96.63194444,92.75793651,-37.67065333,175.331035
M6162,Aerial Installed - Enabled,100.3472222,100.0115741,100.0,-37.45937667,175.3199717
M54373,Aerial Installed - Enabled,100.0,99.375,99.95039683,-37.660888,175.320669
M6515,Aerial Installed - Enabled,100.0,99.98842593,100.0,-37.6509833,175.28724
M10638,Aerial Installed - Enabled,0.0,0.0,0.0,-37.49794667,175.327335
M55753,Aerial Installed - Enabled,100.0,99.28240741,100.0,-37.83728025,175.1356363
M37293,Aerial Installed - Enabled,0.0,0.0,0.0,-37.67064574,175.327829
M5390,Aerial Installed - Enabled,100.0,100.0347222,100.0496032,-37.82995776,175.2352032
M16929,Aerial Installed - Enabled,100.0,100.0231481,100.0,-37.622837,175.365417
M7462,Aerial Installed - Enabled,0.0,0.0,0.0,-37.5311,175.29365
M17093,Aerial Installed - Enabled,100.0,100.0,100.0,-37.67192268,175.0708911
M64785,Aerial Installed - Enabled,100.0,100.0115741,100.0,-37.56938351,175.3371294
M69615,Aerial Installed - Enabled,100.0,100.0,100.0,-37.63517292,175.2092411
M2394,Aerial Installed - Enabled,0.0,0.0,0.0,-37.5977851,174.8470583
M13437,Aerial Installed - Enabled,0.0,0.0,0.0,-37.83208135,175.2425329
M13864,Aerial Installed - Enabled,100.0,100.0115741,100.0,-37.584004,175.153844
M53166,Aerial Installed - Enabled,100.0,99.98842593,100.0,-37.565816,175.159438
M3794,Aerial Installed - Enabled,100.0,100.0115741,99.95039683,-37.796144,175.169541
M40504,Aerial Installed - Enabled,100.0,99.98842593,99.95039683,-37.807748,175.185533
M6973,Aerial Installed - Enabled,100.0,99.98842593,100.0496032,-37.800011,175.19103
M766,Aerial Installed - Enabled,100.0,100.0578704,100.0,-37.805136,175.192793
M10798,Aerial Installed - Enabled,0.0,0.0,0.0,-37.809713,175.169307
M26477,Aerial Installed - Enabled,100.0,100.0347222,100.0,-37.79643,175.12127
M19539,Aerial Installed - Enabled,50.0,77.98611111,70.98214286,-37.62052691,175.2115196
M48195,Aerial Installed - Enabled,100.3472222,100.0462963,100.0496032,-37.552658,175.399612
M4940,Aerial Installed - Enabled,0.0,0.740740741,3.174603175,-37.68698424,175.4088046
M64485,Aerial Installed - Enabled,100.0,100.0231481,100.0,-37.66955059,175.2877545
M25573,Aerial Installed - Enabled,100.0,100.0115741,100.0496032,-37.6721184,175.2876006
M39218,Aerial Installed - Enabled,0.0,0.0,0.0,-37.56280333,175.2887817
M56827,Aerial Installed - Enabled,100.0,100.0,100.0,-37.647625,175.406216
M64972,Aerial Installed - Enabled,0.0,0.0,0.0,-37.498168,175.016935
M48488,Aerial Installed - Enabled,0.0,27.93981481,0.0,-37.44805,175.150183
M67069,Aerial Installed - Enabled,100.0,100.0,100.0,-37.565816,175.159438
M35573,Aerial Installed - Enabled,0.0,26.09953704,0.0,-37.810656,175.084133
M25803,Aerial Installed - Enabled,100.0,99.98842593,100.0496032,-37.80647,175.100752
M39305,Aerial Installed - Enabled,100.0,100.0,100.0,-37.806516,175.100548
M22137,Aerial Installed - Enabled,100.0,100.0347222,100.0496032,-37.6691734,175.3309852
M27712,Aerial Installed - Enabled,100.0,99.30555556,99.85119048,-37.55738167,175.2910933
M56510,Aerial Installed - Enabled,100.0,99.375,97.32142857,-37.404803,175.218835
M329,Aerial Installed - Enabled,100.0,99.38657407,97.37103175,-37.403941,175.217203
M19043,Aerial Installed - Enabled,100.0,99.39814815,97.32142857,-37.4021,175.219076
M15273,Aerial Installed - Enabled,78.125,68.77314815,66.96428571,-37.67849989,174.858729
M6779,Aerial Installed - Enabled,78.125,72.07175926,71.23015873,-37.67813985,174.8560002
M51387,Aerial Installed - Enabled,100.0,100.0115741,100.0,-37.68300646,175.1469814
M34229,Aerial Installed - Enabled,100.0,100.0,100.0,-37.853553,174.832329
M567,Aerial Installed - Enabled,100.0,98.65740741,100.0,-37.793471,175.176535
M10381,Aerial Installed - Enabled,100.0,99.72222222,100.0,-37.67096491,175.3683717
M1667,Aerial Installed - Enabled,100.0,100.0,100.0,-37.66872309,175.3349035
M65131,Aerial Installed - Enabled,100.0,99.71064815,100.0,-37.67466587,175.3809788
M30277,Aerial Installed - Enabled,100.0,99.12037037,100.0,-37.68490192,175.2514558
M31987,Aerial Installed - Enabled,100.0,100.0347222,100.0,-37.645266,175.419129
M60238,Aerial Installed - Enabled,100.0,100.0231481,100.0,-37.653162,175.423466
M4581,Aerial Installed - Enabled,100.3472222,100.0347222,100.0992063,-37.648795,175.424282
M52023,Aerial Installed - Enabled,100.0,100.0,99.95039683,-37.607416,175.381769
M68926,Aerial Installed - Enabled,100.0,98.72685185,100.0,-37.913551,174.813807
M28529,Aerial Installed - Enabled,100.0,98.72685185,100.0,-37.914804,174.816146
M49516,Aerial Installed - Enabled,100.0,99.98842593,100.0,-37.536765,175.193814
M49582,Aerial Installed - Enabled,100.0,97.30324074,99.15674603,-37.68502765,175.1521626
M16404,Aerial Installed - Enabled,100.0,100.0,100.0496032,-37.79425589,175.2191972
M17604,Aerial Installed - Enabled,0.0,27.21064815,0.0,-37.807431,175.088166
M18661,Aerial Installed - Enabled,100.3472222,95.54398148,97.51984127,-37.89502,175.119558
M10672,Aerial Installed - Enabled,0.0,27.21064815,0.0,-37.809952,175.086795
M13282,Aerial Installed - Enabled,0.0,26.63194444,0.0,-37.810896,175.087188
M46168,Aerial Installed - Enabled,100.3472222,100.0347222,100.0496032,-37.591924,175.378491
M53667,Aerial Installed - Enabled,100.0,100.0,100.0,-37.584793,175.389498
M59852,Aerial Installed - Enabled,0.0,26.52777778,0.0,-37.810152,175.086432
M10911,Aerial Installed - Enabled,0.0,25.19675926,0.0,-37.811765,175.085659
M34334,Aerial Installed - Enabled,0.0,26.22685185,0.0,-37.810362,175.086548
M34120,Aerial Installed - Enabled,0.0,26.70138889,0.0,-37.810873,175.086821
M27957,Aerial Installed - Enabled,0.0,0.0,0.0,-37.724587,174.981487
M3139,Aerial Installed - Enabled,100.0,100.0347222,100.0,-37.8307499,175.2182022
M10199,Aerial Installed - Enabled,100.0,100.0231481,100.0496032,-37.83067708,175.2181418
M13256,Aerial Installed - Enabled,0.0,0.0,0.0,-37.7142346,175.1135896
M59687,Aerial Installed - Enabled,100.0,99.94212963,100.0,-37.23757993,175.2528222
M38090,Aerial Installed - Enabled,0.0,0.0,0.0,-37.24657536,175.2076955
M35114,Aerial Installed - Enabled,98.26388889,91.81712963,99.15674603,-37.32234073,175.2636433
M11059,Aerial Installed - Enabled,100.0,100.0,100.0,-37.565816,175.159438
M67243,Aerial Installed - Enabled,100.0,100.0,100.0,-37.564093,175.148527
M31862,Aerial Installed - Enabled,100.0,99.98842593,99.95039683,-37.572373,175.152121
M66217,Aerial Installed - Enabled,100.3472222,100.0115741,100.0496032,-37.56331,175.146899
M54459,Aerial Installed - Enabled,100.0,99.97685185,99.95039683,-37.580812,175.153193
M69313,Aerial Installed - Enabled,100.0,100.0115741,100.0992063,-37.570371,175.157744
M62621,Aerial Installed - Enabled,99.65277778,100.0,99.95039683,-37.569401,175.151566
M2882,Aerial Installed - Enabled,100.0,100.0115741,100.0,-37.574671,175.152026
M46336,Aerial Installed - Enabled,100.0,99.96527778,99.90079365,-37.559818,175.149188
M32556,Aerial Installed - Enabled,100.0,99.97685185,100.0,-37.57086,175.151993
M45838,Aerial Installed - Enabled,100.0,99.98842593,100.0496032,-37.559869,175.143944
M22454,Aerial Installed - Enabled,100.0,100.0,100.0,-37.582035,175.158801
M45634,Aerial Installed - Enabled,0.0,0.0,0.0,-37.454541,175.257881
M24257,Aerial Installed - Enabled,100.0,100.0,100.0,-37.538128,175.194265
M6043,Aerial Installed - Enabled,100.3472222,100.0231481,100.0496032,-37.790834,175.216115
M19301,Aerial Installed - Enabled,0.0,0.0,0.0,-37.327434,175.172924
M11011,Aerial Installed - Enabled,95.83333333,99.75694444,99.4047619,-37.885639,174.83874
M17773,Aerial Installed - Enabled,100.0,100.0115741,100.0496032,-37.66528,175.078745
M35991,Aerial Installed - Enabled,100.0,99.56018519,100.0,-37.33218184,175.2997332
M17290,Aerial Installed - Enabled,100.0,99.91898148,100.0,-37.3374361,175.3265158
M53808,Aerial Installed - Enabled,93.75,81.06481481,88.98809524,-37.45093,175.32787
M56514,Aerial Installed - Enabled,96.875,77.09490741,82.63888889,-37.892301,175.040753
M55339,Aerial Installed - Enabled,0.0,0.0,0.0,-37.639728,175.052035
M66788,Aerial Installed - Enabled,100.0,100.0115741,100.0,-37.576695,175.134159
M33261,Aerial Installed - Enabled,0.0,0.0,0.0,-37.345091,175.338283
M57390,Aerial Installed - Enabled,100.0,100.0,100.0,-37.512798,175.320318
M30631,Aerial Installed - Enabled,100.0,100.0231481,100.0,-37.433123,175.390765
M34728,Aerial Installed - Enabled,99.65277778,97.51157407,94.24603175,-37.636318,174.86648
M28504,Aerial Installed - Enabled,100.3472222,100.0578704,100.0992063,-37.674998,175.100149
M63768,Aerial Installed - Enabled,0.0,0.0,0.0,-37.606868,175.110741
M24397,Aerial Installed - Enabled,100.0,100.0115741,100.0496032,-37.78204325,175.2473824
M52403,Aerial Installed - Enabled,0.0,0.0,0.0,-37.885181,174.828007
M364,Aerial Installed - Enabled,100.0,94.24768519,100.0496032,-37.634968,174.97713
M39572,Aerial Installed - Enabled,0.0,0.0,0.0,-37.508881,175.160287
M46207,Aerial Installed - Enabled,100.0,99.49074074,100.0,-37.476668,175.14522
M34447,Aerial Installed - Enabled,100.0,98.83101852,100.0,-37.635618,174.975748
M26757,Aerial Installed - Enabled,100.0,98.84259259,100.0,-37.636269,174.974574
M37219,Aerial Installed - Enabled,0.0,0.0,0.0,-37.804285,174.960086
M7973,Aerial Installed - Enabled,0.0,0.0,0.0,-37.380601,175.220389
M69312,Aerial Installed - Enabled,100.6944444,100.0462963,100.1488095,-37.513929,175.313575
M23487,Aerial Installed - Enabled,100.0,100.0115741,100.0,-37.513043,175.336601
M14249,Aerial Installed - Enabled,100.0,99.97685185,99.95039683,-37.514764,175.338473
M27834,Aerial Installed - Enabled,100.0,100.0115741,100.0,-37.513777,175.314992
M54363,Aerial Installed - Enabled,100.0,100.0115741,100.0496032,-37.519218,175.301181
M34822,Aerial Installed - Enabled,100.0,99.98842593,100.0,-37.512392,175.333025
M43254,Aerial Installed - Enabled,0.0,0.0,0.0,-37.511814,175.329472
M65606,Aerial Installed - Enabled,100.0,100.0,100.0496032,-37.512697,175.321695
M11252,Aerial Installed - Enabled,100.0,100.0462963,100.0,-37.511761,175.33286
M39314,Aerial Installed - Enabled,100.0,100.0,100.0,-37.492613,175.28293
M60794,Aerial Installed - Enabled,100.0,100.0115741,100.0496032,-37.515775,175.340771
M35569,Aerial Installed - Enabled,100.3472222,100.0231481,100.0496032,-37.513672,175.339198
M69460,Aerial Installed - Enabled,100.0,100.0,100.0,-37.514682,175.339393
M60079,Aerial Installed - Enabled,100.0,100.0,100.0,-37.516926,175.277565
M26426,Aerial Installed - Enabled,100.0,98.76157407,99.95039683,-37.652351,174.97131
M36430,Aerial Installed - Enabled,100.0,99.97685185,100.0,-37.375289,175.232025
M27044,Aerial Installed - Enabled,100.0,100.0115741,100.0,-37.79551,175.169808
M3991,Aerial Installed - Enabled,100.0,98.78472222,100.0,-37.660976,174.96484
M53790,Aerial Installed - Enabled,100.0,98.78472222,100.0,-37.662974,174.966265
M39233,Aerial Installed - Enabled,0.0,0.0,0.0,-37.680687,174.971844
M18077,Aerial Installed - Enabled,0.0,0.0,0.0,-37.681661,174.971268
M43556,Aerial Installed - Enabled,100.0,98.29861111,100.0,-37.652991,174.966743
M22580,Aerial Installed - Enabled,100.0,99.98842593,100.0,-37.475838,175.290381
M61396,Aerial Installed - Enabled,100.0,99.98842593,100.0,-37.474112,175.294391
M29828,Aerial Installed - Enabled,100.0,100.0115741,100.0496032,-37.393773,175.107204
M30469,Aerial Installed - Enabled,100.0,99.59490741,100.0,-37.333308,175.294623
M44016,Aerial Installed - Enabled,100.0,99.83796296,100.0,-37.382,175.099634
M47164,Aerial Installed - Enabled,100.0,99.58333333,100.0,-37.332633,175.292046
M38206,Aerial Installed - Enabled,100.0,99.39814815,97.37103175,-37.407417,175.228196
M4417,Aerial Installed - Enabled,100.0,99.57175926,100.0,-37.332707,175.30689
M44818,Aerial Installed - Enabled,100.0,99.36342593,97.2718254,-37.409658,175.238234
M16212,Aerial Installed - Enabled,100.0,99.35185185,97.32142857,-37.408556,175.236124
M6945,Aerial Installed - Enabled,0.0,0.0,0.0,-37.33204,175.298781
M5723,Aerial Installed - Enabled,0.0,16.95601852,0.0,-37.4511,175.288108
M14669,Aerial Installed - Enabled,100.0,100.0,100.0,-37.51175,175.173473
M28570,Aerial Installed - Enabled,100.0,100.0,100.0,-37.493032,175.216224
M15789,Aerial Installed - Enabled,100.0,100.0,100.0,-37.535768,175.087063
M30725,Aerial Installed - Enabled,100.3472222,100.0115741,100.0496032,-37.509186,175.188943
M22357,Aerial Installed - Enabled,100.0,100.0115741,100.0496032,-37.55154,175.142403
M16969,Aerial Installed - Enabled,100.0,100.0115741,100.0496032,-37.560918,175.090365
M34268,Aerial Installed - Enabled,0.0,9.641203704,0.0,-37.584985,175.11302
M64722,Aerial Installed - Enabled,100.0,100.0,100.0,-37.43074,175.14948
M33101,Aerial Installed - Enabled,0.0,0.0,0.0,-37.5811,175.115149
M19326,Aerial Installed - Enabled,100.0,100.0115741,100.0,-37.587423,175.110898
M56668,Aerial Installed - Enabled,100.0,99.98842593,99.95039683,-37.613013,175.117676
M48821,Aerial Installed - Enabled,100.0,100.0231481,100.0,-37.620147,175.117884
M10975,Aerial Installed - Enabled,100.0,100.0,100.0496032,-37.5074,175.261947
M47602,Aerial Installed - Enabled,100.0,99.98842593,99.95039683,-37.518232,175.299161
M36823,Aerial Installed - Enabled,0.0,0.0,0.0,-37.648311,175.085263
M3046,Aerial Installed - Enabled,42.36111111,73.00925926,64.03769841,-37.663239,175.096538
M32079,Aerial Installed - Enabled,56.25,78.56481481,79.96031746,-37.672817,175.094292
M66427,Aerial Installed - Enabled,55.55555556,77.37268519,77.77777778,-37.646675,175.081516
M17039,Aerial Installed - Enabled,97.91666667,99.43287037,99.15674603,-37.67224,175.09956
M40855,Aerial Installed - Enabled,57.29166667,79.80324074,80.55555556,-37.673757,175.095934
M14179,Aerial Installed - Enabled,0.0,2.141203704,0.0,-37.399696,175.097365
M19397,Aerial Installed - Enabled,50.0,93.88888889,85.31746032,-37.58643,175.093806
M5484,Aerial Installed - Enabled,100.0,99.98842593,100.0,-37.527756,175.159245
M44272,Aerial Installed - Enabled,100.0,100.0115741,100.0,-37.586131,175.10075
M50566,Aerial Installed - Enabled,100.0,98.80787037,100.0,-37.625245,174.812788
M29870,Aerial Installed - Enabled,100.0,98.81944444,100.0,-37.626448,174.812851
M59288,Aerial Installed - Enabled,100.0,98.80787037,100.0,-37.625413,174.813873
M45330,Aerial Installed - Enabled,0.0,79.22453704,45.48611111,-37.657675,175.012899
M31850,Aerial Installed - Enabled,100.0,99.58333333,100.0,-37.686183,175.122416
M31379,Aerial Installed - Enabled,99.65277778,98.72685185,99.95039683,-37.458423,175.102914
M11342,Aerial Installed - Enabled,99.65277778,99.98842593,99.95039683,-37.471143,175.1016
M60914,Aerial Installed - Enabled,100.0,100.0,100.0496032,-37.489773,175.05108
M12501,Aerial Installed - Enabled,100.0,99.98842593,99.90079365,-37.506916,175.066971
M24076,Aerial Installed - Enabled,0.0,0.0,0.0,-37.513968,175.3815
M48410,Aerial Installed - Enabled,100.0,100.0,100.0,-37.683298,175.154804
M65392,Aerial Installed - Enabled,0.0,0.0,0.0,-37.780331,174.975039
M1944,Aerial Installed - Enabled,100.0,100.0115741,100.0,-37.811122,174.919059
M20731,Aerial Installed - Enabled,99.65277778,100.0,100.0,-37.497578,175.331763
